TradeTime,InstrumentID,Price,Volume,BidApplSeqNum,OfferApplSeqNum
09:32:52.930,600029,6.77,100,600553,722088
09:32:52.930,600029,6.77,1400,603309,722088
09:32:52.930,600029,6.77,1000,609130,722088
09:32:52.930,600029,6.77,700,611690,722088
09:32:52.930,600029,6.77,6800,623177,722088
09:32:52.930,600029,6.77,10000,623185,722088
09:32:52.930,600029,6.77,6400,624076,722088
09:32:52.930,600029,6.77,3000,624904,722088
09:32:52.930,600029,6.77,2000,628057,722088
09:32:52.930,600029,6.77,30000,640100,722088
09:32:52.930,600029,6.77,600,641770,722088
09:32:52.930,600029,6.77,100,647869,722088
09:32:52.930,600029,6.77,600,648572,722088
09:32:52.930,600029,6.77,300,650026,722088
09:32:52.930,600029,6.77,2200,657657,722088
09:32:52.930,600029,6.77,500,671554,722088
09:32:52.930,600029,6.77,12000,678300,722088
09:32:52.930,600029,6.77,2000,709148,722088
09:32:53.380,600029,6.77,1300,722796,722088
09:32:53.440,600029,6.77,200,723010,722088
09:32:53.510,600029,6.77,900,723104,722088
09:32:54.220,600029,6.77,500,723104,725234
09:32:54.990,600029,6.78,200,726340,722667
09:32:54.990,600029,6.78,2700,726340,722695
09:32:54.990,600029,6.78,3100,726340,723555
09:32:54.990,600029,6.78,1600,726340,723560
09:32:55.350,600029,6.78,200,726806,723560
09:32:55.350,600029,6.77,200,723104,726814
09:32:55.350,600029,6.77,600,723104,726815
09:32:55.350,600029,6.77,100,723104,726816
09:32:55.350,600029,6.77,100,723104,726817
09:32:55.380,600029,6.77,600,723104,726833
09:32:55.380,600029,6.77,100,723104,726834
09:32:55.380,600029,6.77,100,723104,726835
09:32:55.380,600029,6.77,200,723104,726836
09:32:55.380,600029,6.77,100,723104,726839
09:32:55.440,600029,6.77,200,723104,726889
09:32:55.480,600029,6.77,100,723104,726921
09:32:55.570,600029,6.77,100,723104,727123
09:32:55.650,600029,6.77,100,723104,727193
09:32:55.650,600029,6.77,100,723104,727213
09:32:56.410,600029,6.77,1400,723104,728344
